track_id,wave,R_gpx,join_rule,t_entry,t_exit,residence_s,body_time_s,n_frames,n_internal_gaps,censor_left,censor_right,censor_reason,r_at_entry,r_at_exit,r_min,track_t_start,track_t_end,track_duration_s,n_obs_track
W156-T351,156,300.0,A_prereg_0.05s,773.8167,773.8667,0.05,0.05,3,1,1,1,track_birth|track_end,122.79,100.0,100.0,773.8167,773.8667,0.05,3
W156-T352,156,300.0,A_prereg_0.05s,773.9,773.9333,0.0333,0.05,3,0,1,1,track_birth|track_end,77.13,73.96,73.96,773.9,773.9333,0.0333,3
W156-T353,156,300.0,A_prereg_0.05s,774.2,774.2,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,139.72,139.72,139.72,774.2,774.3833,0.1833,3
W156-T353,156,300.0,A_prereg_0.05s,774.3,774.3,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,112.61,112.61,112.61,774.2,774.3833,0.1833,3
W156-T353,156,300.0,A_prereg_0.05s,774.3833,774.3833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,71.76,71.76,71.76,774.2,774.3833,0.1833,3
W156-T354,156,300.0,A_prereg_0.05s,774.3167,774.3333,0.0166,0.0333,2,0,1,1,track_birth|unobserved_gap_after,233.14,230.68,230.68,774.3167,774.4167,0.1,3
W156-T354,156,300.0,A_prereg_0.05s,774.4167,774.4167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,207.48,207.48,207.48,774.3167,774.4167,0.1,3
W156-T360,156,300.0,A_prereg_0.05s,775.9167,775.9167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,231.6,231.6,231.6,775.9167,776.0833,0.1666,3
W156-T360,156,300.0,A_prereg_0.05s,776.0167,776.0167,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,172.0,172.0,172.0,775.9167,776.0833,0.1666,3
W156-T360,156,300.0,A_prereg_0.05s,776.0833,776.0833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,121.17,121.17,121.17,775.9167,776.0833,0.1666,3
W156-T361,156,300.0,A_prereg_0.05s,776.4167,776.4333,0.0166,0.0333,2,0,1,1,unobserved_gap_before|track_end,228.75,227.07,227.07,776.2333,776.4333,0.2,3
W156-T364,156,300.0,A_prereg_0.05s,777.8667,777.8667,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,242.35,242.35,242.35,777.8667,778.05,0.1833,3
W156-T364,156,300.0,A_prereg_0.05s,778.0167,778.05,0.0333,0.0333,2,1,1,1,unobserved_gap_before|track_end,169.19,186.41,169.19,777.8667,778.05,0.1833,3
W156-T365,156,300.0,A_prereg_0.05s,778.05,778.05,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,262.69,262.69,262.69,778.05,778.1,0.05,2
W156-T366,156,300.0,A_prereg_0.05s,779.0333,779.0333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,120.36,120.36,120.36,779.0333,779.2333,0.2,3
W156-T366,156,300.0,A_prereg_0.05s,779.1667,779.1667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,247.33,247.33,247.33,779.0333,779.2333,0.2,3
W156-T366,156,300.0,A_prereg_0.05s,779.2333,779.2333,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,260.58,260.58,260.58,779.0333,779.2333,0.2,3
W156-T376,156,300.0,A_prereg_0.05s,762.8833,762.9,0.0167,0.0333,2,0,1,1,track_birth|track_end,129.97,129.86,129.86,762.8833,762.9,0.0167,2
W156-T378,156,300.0,A_prereg_0.05s,763.0667,763.0667,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,72.01,72.01,72.01,763.0667,763.2167,0.15,2
W156-T378,156,300.0,A_prereg_0.05s,763.2167,763.2167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,104.93,104.93,104.93,763.0667,763.2167,0.15,2
W156-T387,156,300.0,A_prereg_0.05s,763.8333,763.85,0.0167,0.0333,2,0,1,1,track_birth|track_end,124.27,124.27,124.27,763.8333,763.85,0.0167,2
W156-T388,156,300.0,A_prereg_0.05s,763.9,763.9167,0.0167,0.0333,2,0,1,1,track_birth|track_end,223.86,223.86,223.86,763.9,763.9167,0.0167,2
W156-T389,156,300.0,A_prereg_0.05s,764.4833,764.5,0.0167,0.0333,2,0,1,1,track_birth|track_end,33.12,36.76,33.12,764.4833,764.5,0.0167,2
W156-T390,156,300.0,A_prereg_0.05s,764.5167,764.5333,0.0166,0.0333,2,0,1,1,track_birth|track_end,29.98,29.98,29.98,764.5167,764.5333,0.0166,2
W156-T391,156,300.0,A_prereg_0.05s,764.5167,764.5333,0.0166,0.0333,2,0,1,1,track_birth|track_end,44.48,44.48,44.48,764.5167,764.5333,0.0166,2
W156-T392,156,300.0,A_prereg_0.05s,764.5167,764.5333,0.0166,0.0333,2,0,1,1,track_birth|track_end,288.54,288.54,288.54,764.5167,764.5333,0.0166,2
W156-T393,156,300.0,A_prereg_0.05s,764.7667,764.7667,0.0,0.0167,1,0,1,1,track_birth|track_end,61.33,61.33,61.33,764.7667,764.7667,0.0,1
W156-T396,156,300.0,A_prereg_0.05s,765.2167,765.2167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,159.19,159.19,159.19,765.2167,765.3333,0.1166,2
W156-T396,156,300.0,A_prereg_0.05s,765.3333,765.3333,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,241.17,241.17,241.17,765.2167,765.3333,0.1166,2
W156-T397,156,300.0,A_prereg_0.05s,765.2167,765.2167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,243.15,243.15,243.15,765.2167,765.2667,0.05,2
W156-T397,156,300.0,A_prereg_0.05s,765.2667,765.2667,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,260.89,260.89,260.89,765.2167,765.2667,0.05,2
W156-T398,156,300.0,A_prereg_0.05s,765.2333,765.25,0.0167,0.0333,2,0,1,1,track_birth|track_end,232.3,232.3,232.3,765.2333,765.25,0.0167,2
W156-T399,156,300.0,A_prereg_0.05s,765.3,765.3167,0.0167,0.0333,2,0,1,1,track_birth|track_end,14.83,14.83,14.83,765.3,765.3167,0.0167,2
W156-T402,156,300.0,A_prereg_0.05s,766.35,766.3667,0.0167,0.0333,2,0,1,1,track_birth|track_end,262.61,257.9,257.9,766.35,766.3667,0.0167,2
W156-T403,156,300.0,A_prereg_0.05s,766.4333,766.4333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,163.43,163.43,163.43,766.4333,766.5833,0.15,2
W156-T403,156,300.0,A_prereg_0.05s,766.5833,766.5833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,251.4,251.4,251.4,766.4333,766.5833,0.15,2
W156-T405,156,300.0,A_prereg_0.05s,766.5,766.5167,0.0167,0.0333,2,0,1,1,track_birth|track_end,205.69,205.69,205.69,766.5,766.5167,0.0167,2
W156-T406,156,300.0,A_prereg_0.05s,766.5,766.5,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,122.89,122.89,122.89,766.5,766.6,0.1,2
W156-T406,156,300.0,A_prereg_0.05s,766.6,766.6,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,223.69,223.69,223.69,766.5,766.6,0.1,2
W156-T407,156,300.0,A_prereg_0.05s,766.5833,766.6,0.0167,0.0333,2,0,1,1,track_birth|track_end,212.5,237.8,212.5,766.5833,766.6,0.0167,2
W156-T409,156,300.0,A_prereg_0.05s,766.75,766.7667,0.0167,0.0333,2,0,1,1,track_birth|track_end,239.12,265.06,239.12,766.75,766.7667,0.0167,2
W156-T413,156,300.0,A_prereg_0.05s,767.0667,767.0833,0.0166,0.0333,2,0,1,1,track_birth|track_end,238.32,238.32,238.32,767.0667,767.0833,0.0166,2
W156-T416,156,300.0,A_prereg_0.05s,767.6167,767.6167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,139.28,139.28,139.28,767.6167,767.7167,0.1,2
W156-T416,156,300.0,A_prereg_0.05s,767.7167,767.7167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,145.43,145.43,145.43,767.6167,767.7167,0.1,2
W156-T417,156,300.0,A_prereg_0.05s,767.6333,767.65,0.0167,0.0333,2,0,1,1,track_birth|track_end,180.96,180.96,180.96,767.6333,767.65,0.0167,2
W156-T419,156,300.0,A_prereg_0.05s,767.6667,767.7,0.0333,0.0333,2,1,1,1,track_birth|track_end,281.01,281.18,281.01,767.6667,767.7,0.0333,2
W156-T420,156,300.0,A_prereg_0.05s,767.6833,767.7,0.0167,0.0333,2,0,1,1,track_birth|track_end,55.59,55.59,55.59,767.6833,767.7,0.0167,2
W156-T421,156,300.0,A_prereg_0.05s,767.9167,767.95,0.0333,0.0333,2,1,1,1,track_birth|track_end,263.52,212.81,212.81,767.9167,767.95,0.0333,2
W156-T422,156,300.0,A_prereg_0.05s,767.9333,767.95,0.0167,0.0333,2,0,1,1,track_birth|track_end,294.14,294.14,294.14,767.9333,767.95,0.0167,2
W156-T423,156,300.0,A_prereg_0.05s,767.95,767.9667,0.0167,0.0333,2,0,1,1,track_birth|track_end,100.28,96.76,96.76,767.95,767.9667,0.0167,2
W156-T427,156,300.0,A_prereg_0.05s,768.2333,768.25,0.0167,0.0333,2,0,1,1,track_birth|track_end,57.5,57.5,57.5,768.2333,768.25,0.0167,2
W156-T430,156,300.0,A_prereg_0.05s,768.5833,768.6,0.0167,0.0333,2,0,1,1,track_birth|track_end,29.99,29.99,29.99,768.5833,768.6,0.0167,2
W156-T433,156,300.0,A_prereg_0.05s,769.0167,769.0333,0.0166,0.0333,2,0,1,1,track_birth|track_end,16.43,16.43,16.43,769.0167,769.0333,0.0166,2
W156-T434,156,300.0,A_prereg_0.05s,769.0667,769.0667,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,199.53,199.53,199.53,769.0667,769.15,0.0833,2
W156-T434,156,300.0,A_prereg_0.05s,769.15,769.15,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,175.4,175.4,175.4,769.0667,769.15,0.0833,2
W156-T437,156,300.0,A_prereg_0.05s,769.4833,769.4833,0.0,0.0167,1,0,1,0,track_birth,285.19,285.19,285.19,769.4833,769.5,0.0167,2
W156-T438,156,300.0,A_prereg_0.05s,769.5833,769.6,0.0167,0.0333,2,0,1,1,track_birth|track_end,259.24,252.39,252.39,769.5833,769.6,0.0167,2
W156-T439,156,300.0,A_prereg_0.05s,769.5833,769.6167,0.0334,0.0333,2,1,1,1,track_birth|track_end,173.7,158.02,158.02,769.5833,769.6167,0.0334,2
W156-T443,156,300.0,A_prereg_0.05s,769.9833,770.0167,0.0334,0.0333,2,1,1,1,track_birth|track_end,229.48,268.22,229.48,769.9833,770.0167,0.0334,2
W156-T444,156,300.0,A_prereg_0.05s,770.3,770.3167,0.0167,0.0333,2,0,1,1,track_birth|track_end,264.29,264.29,264.29,770.3,770.3167,0.0167,2
W156-T445,156,300.0,A_prereg_0.05s,770.3667,770.3833,0.0166,0.0333,2,0,1,1,track_birth|track_end,83.95,83.95,83.95,770.3667,770.3833,0.0166,2
W156-T446,156,300.0,A_prereg_0.05s,770.85,770.8667,0.0167,0.0333,2,0,1,1,track_birth|track_end,131.69,139.28,131.69,770.85,770.8667,0.0167,2
W156-T447,156,300.0,A_prereg_0.05s,770.9667,771.0,0.0333,0.0333,2,1,1,1,track_birth|track_end,259.78,259.78,259.78,770.9667,771.0,0.0333,2
W156-T448,156,300.0,A_prereg_0.05s,771.0167,771.0167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,277.92,277.92,277.92,771.0167,771.0833,0.0666,2
W156-T448,156,300.0,A_prereg_0.05s,771.0833,771.0833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,256.56,256.56,256.56,771.0167,771.0833,0.0666,2
W156-T449,156,300.0,A_prereg_0.05s,771.5667,771.5833,0.0166,0.0333,2,0,1,1,track_birth|track_end,79.33,79.25,79.25,771.5667,771.5833,0.0166,2
W156-T450,156,300.0,A_prereg_0.05s,772.0667,772.0833,0.0166,0.0333,2,0,1,1,track_birth|track_end,223.17,219.59,219.59,772.0667,772.0833,0.0166,2
W156-T451,156,300.0,A_prereg_0.05s,772.1,772.1167,0.0167,0.0333,2,0,1,1,track_birth|track_end,266.07,266.07,266.07,772.1,772.1167,0.0167,2
W156-T452,156,300.0,A_prereg_0.05s,772.15,772.15,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,87.05,87.05,87.05,772.15,772.2167,0.0667,2
W156-T452,156,300.0,A_prereg_0.05s,772.2167,772.2167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,136.37,136.37,136.37,772.15,772.2167,0.0667,2
W156-T453,156,300.0,A_prereg_0.05s,772.1833,772.2333,0.05,0.0333,2,1,1,1,track_birth|track_end,35.69,28.56,28.56,772.1833,772.2333,0.05,2
W156-T454,156,300.0,A_prereg_0.05s,772.6,772.6167,0.0167,0.0333,2,0,1,1,track_birth|track_end,31.72,31.72,31.72,772.6,772.6167,0.0167,2
W156-T455,156,300.0,A_prereg_0.05s,773.4833,773.5,0.0167,0.0333,2,0,1,1,track_birth|track_end,106.8,106.59,106.59,773.4833,773.5,0.0167,2
W156-T456,156,300.0,A_prereg_0.05s,773.5167,773.55,0.0333,0.0333,2,1,1,1,track_birth|track_end,236.62,218.69,218.69,773.5167,773.55,0.0333,2
W156-T457,156,300.0,A_prereg_0.05s,773.7833,773.8,0.0167,0.0333,2,0,1,1,track_birth|track_end,141.81,140.57,140.57,773.7833,773.8,0.0167,2
W156-T458,156,300.0,A_prereg_0.05s,773.8333,773.8333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,133.2,133.2,133.2,773.8333,773.9167,0.0834,2
W156-T458,156,300.0,A_prereg_0.05s,773.9167,773.9167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,196.32,196.32,196.32,773.8333,773.9167,0.0834,2
W156-T459,156,300.0,A_prereg_0.05s,773.9,773.9,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,196.32,196.32,196.32,773.9,773.95,0.05,2
W156-T459,156,300.0,A_prereg_0.05s,773.95,773.95,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,154.73,154.73,154.73,773.9,773.95,0.05,2
W156-T460,156,300.0,A_prereg_0.05s,774.75,774.7667,0.0167,0.0333,2,0,1,1,track_birth|track_end,235.6,233.78,233.78,774.75,774.7667,0.0167,2
W156-T461,156,300.0,A_prereg_0.05s,774.75,774.7833,0.0333,0.0333,2,1,1,1,track_birth|track_end,258.85,290.19,258.85,774.75,774.7833,0.0333,2
W156-T462,156,300.0,A_prereg_0.05s,774.7667,774.8167,0.05,0.0333,2,1,1,1,track_birth|track_end,179.8,158.82,158.82,774.7667,774.8167,0.05,2
W156-T463,156,300.0,A_prereg_0.05s,774.9167,774.9167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,63.52,63.52,63.52,774.9167,775.0167,0.1,2
W156-T463,156,300.0,A_prereg_0.05s,775.0167,775.0167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,90.69,90.69,90.69,774.9167,775.0167,0.1,2
W156-T466,156,300.0,A_prereg_0.05s,775.6333,775.6333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,220.01,220.01,220.01,775.6333,775.6833,0.05,2
W156-T466,156,300.0,A_prereg_0.05s,775.6833,775.6833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,227.38,227.38,227.38,775.6333,775.6833,0.05,2
W156-T468,156,300.0,A_prereg_0.05s,776.75,776.75,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,285.33,285.33,285.33,776.75,776.8833,0.1333,2
W156-T468,156,300.0,A_prereg_0.05s,776.8833,776.8833,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,210.89,210.89,210.89,776.75,776.8833,0.1333,2
W156-T469,156,300.0,A_prereg_0.05s,776.9,776.9,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,161.52,161.52,161.52,776.9,776.95,0.05,2
W156-T469,156,300.0,A_prereg_0.05s,776.95,776.95,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,188.96,188.96,188.96,776.9,776.95,0.05,2
W156-T470,156,300.0,A_prereg_0.05s,777.1333,777.1333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,211.4,211.4,211.4,777.1333,777.2167,0.0834,2
W156-T470,156,300.0,A_prereg_0.05s,777.2167,777.2167,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,224.53,224.53,224.53,777.1333,777.2167,0.0834,2
W156-T471,156,300.0,A_prereg_0.05s,777.1833,777.2167,0.0334,0.0333,2,1,1,1,track_birth|track_end,180.94,187.49,180.94,777.1833,777.2167,0.0334,2
W156-T472,156,300.0,A_prereg_0.05s,777.25,777.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,24.23,17.49,17.49,777.25,777.2667,0.0167,2
W156-T473,156,300.0,A_prereg_0.05s,777.25,777.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,92.78,79.58,79.58,777.25,777.2667,0.0167,2
W156-T478,156,300.0,A_prereg_0.05s,777.5333,777.5333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,251.54,251.54,251.54,777.5333,777.7,0.1667,2
W156-T478,156,300.0,A_prereg_0.05s,777.7,777.7,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,206.82,206.82,206.82,777.5333,777.7,0.1667,2
W156-T481,156,300.0,A_prereg_0.05s,778.1167,778.1333,0.0166,0.0333,2,0,1,1,track_birth|track_end,268.31,242.35,242.35,778.1167,778.1333,0.0166,2
W156-T483,156,300.0,A_prereg_0.05s,778.4833,778.5,0.0167,0.0333,2,0,1,1,track_birth|track_end,218.23,226.82,218.23,778.4833,778.5,0.0167,2
W156-T485,156,300.0,A_prereg_0.05s,779.1333,779.1333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,229.98,229.98,229.98,779.1333,779.2333,0.1,2
W156-T485,156,300.0,A_prereg_0.05s,779.2333,779.2333,0.0,0.0167,1,0,1,1,unobserved_gap_before|track_end,237.54,237.54,237.54,779.1333,779.2333,0.1,2
W156-T486,156,300.0,A_prereg_0.05s,779.2167,779.2333,0.0166,0.0333,2,0,1,1,track_birth|track_end,97.58,102.91,97.58,779.2167,779.2333,0.0166,2
W156-T487,156,300.0,A_prereg_0.05s,779.5333,779.5667,0.0334,0.0333,2,1,1,1,track_birth|track_end,249.9,248.93,248.93,779.5333,779.5667,0.0334,2
W156-T500,156,300.0,A_prereg_0.05s,762.5667,762.5667,0.0,0.0167,1,0,1,1,track_birth|track_end,180.26,180.26,180.26,762.5667,762.5667,0.0,1
W156-T504,156,300.0,A_prereg_0.05s,762.9,762.9,0.0,0.0167,1,0,1,1,track_birth|track_end,161.94,161.94,161.94,762.9,762.9,0.0,1
W156-T505,156,300.0,A_prereg_0.05s,762.9,762.9,0.0,0.0167,1,0,1,1,track_birth|track_end,146.96,146.96,146.96,762.9,762.9,0.0,1
W156-T506,156,300.0,A_prereg_0.05s,762.9667,762.9667,0.0,0.0167,1,0,1,1,track_birth|track_end,158.54,158.54,158.54,762.9667,762.9667,0.0,1
W156-T507,156,300.0,A_prereg_0.05s,763.05,763.05,0.0,0.0167,1,0,1,1,track_birth|track_end,250.24,250.24,250.24,763.05,763.05,0.0,1
W156-T510,156,300.0,A_prereg_0.05s,763.8333,763.8333,0.0,0.0167,1,0,1,1,track_birth|track_end,263.39,263.39,263.39,763.8333,763.8333,0.0,1
W156-T511,156,300.0,A_prereg_0.05s,763.8333,763.8333,0.0,0.0167,1,0,1,1,track_birth|track_end,94.47,94.47,94.47,763.8333,763.8333,0.0,1
W156-T514,156,300.0,A_prereg_0.05s,763.9,763.9,0.0,0.0167,1,0,1,1,track_birth|track_end,241.49,241.49,241.49,763.9,763.9,0.0,1
W156-T516,156,300.0,A_prereg_0.05s,764.3833,764.3833,0.0,0.0167,1,0,1,1,track_birth|track_end,240.6,240.6,240.6,764.3833,764.3833,0.0,1
W156-T518,156,300.0,A_prereg_0.05s,765.1167,765.1167,0.0,0.0167,1,0,1,1,track_birth|track_end,82.47,82.47,82.47,765.1167,765.1167,0.0,1
W156-T521,156,300.0,A_prereg_0.05s,765.2167,765.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,197.32,197.32,197.32,765.2167,765.2167,0.0,1
W156-T522,156,300.0,A_prereg_0.05s,765.2167,765.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,227.59,227.59,227.59,765.2167,765.2167,0.0,1
W156-T523,156,300.0,A_prereg_0.05s,765.2167,765.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,283.61,283.61,283.61,765.2167,765.2167,0.0,1
W156-T524,156,300.0,A_prereg_0.05s,765.3667,765.3667,0.0,0.0167,1,0,1,1,track_birth|track_end,236.36,236.36,236.36,765.3667,765.3667,0.0,1
W156-T525,156,300.0,A_prereg_0.05s,765.7833,765.7833,0.0,0.0167,1,0,1,1,track_birth|track_end,64.36,64.36,64.36,765.7833,765.7833,0.0,1
W156-T533,156,300.0,A_prereg_0.05s,766.0833,766.0833,0.0,0.0167,1,0,1,1,track_birth|track_end,124.35,124.35,124.35,766.0833,766.0833,0.0,1
W156-T537,156,300.0,A_prereg_0.05s,766.5667,766.5667,0.0,0.0167,1,0,1,1,track_birth|track_end,206.56,206.56,206.56,766.5667,766.5667,0.0,1
W156-T538,156,300.0,A_prereg_0.05s,766.5833,766.5833,0.0,0.0167,1,0,1,1,track_birth|track_end,186.01,186.01,186.01,766.5833,766.5833,0.0,1
W156-T542,156,300.0,A_prereg_0.05s,767.0,767.0,0.0,0.0167,1,0,1,1,track_birth|track_end,119.66,119.66,119.66,767.0,767.0,0.0,1
W156-T543,156,300.0,A_prereg_0.05s,767.0,767.0,0.0,0.0167,1,0,1,1,track_birth|track_end,168.42,168.42,168.42,767.0,767.0,0.0,1
W156-T546,156,300.0,A_prereg_0.05s,767.6,767.6,0.0,0.0167,1,0,1,1,track_birth|track_end,149.41,149.41,149.41,767.6,767.6,0.0,1
W156-T547,156,300.0,A_prereg_0.05s,767.6,767.6,0.0,0.0167,1,0,1,1,track_birth|track_end,293.11,293.11,293.11,767.6,767.6,0.0,1
W156-T552,156,300.0,A_prereg_0.05s,767.6167,767.6167,0.0,0.0167,1,0,1,1,track_birth|track_end,173.64,173.64,173.64,767.6167,767.6167,0.0,1
W156-T555,156,300.0,A_prereg_0.05s,767.7167,767.7167,0.0,0.0167,1,0,1,1,track_birth|track_end,126.8,126.8,126.8,767.7167,767.7167,0.0,1
W156-T556,156,300.0,A_prereg_0.05s,767.9333,767.9333,0.0,0.0167,1,0,1,1,track_birth|track_end,212.81,212.81,212.81,767.9333,767.9333,0.0,1
W156-T557,156,300.0,A_prereg_0.05s,768.0833,768.0833,0.0,0.0167,1,0,1,1,track_birth|track_end,261.92,261.92,261.92,768.0833,768.0833,0.0,1
W156-T558,156,300.0,A_prereg_0.05s,768.5,768.5,0.0,0.0167,1,0,1,1,track_birth|track_end,225.72,225.72,225.72,768.5,768.5,0.0,1
W156-T560,156,300.0,A_prereg_0.05s,768.8333,768.8333,0.0,0.0167,1,0,1,1,track_birth|track_end,257.63,257.63,257.63,768.8333,768.8333,0.0,1
W156-T561,156,300.0,A_prereg_0.05s,768.85,768.85,0.0,0.0167,1,0,1,1,track_birth|track_end,245.82,245.82,245.82,768.85,768.85,0.0,1
W156-T563,156,300.0,A_prereg_0.05s,768.9,768.9,0.0,0.0167,1,0,1,1,track_birth|track_end,143.28,143.28,143.28,768.9,768.9,0.0,1
W156-T564,156,300.0,A_prereg_0.05s,769.3,769.3,0.0,0.0167,1,0,1,1,track_birth|track_end,281.69,281.69,281.69,769.3,769.3,0.0,1
W156-T566,156,300.0,A_prereg_0.05s,769.5167,769.5167,0.0,0.0167,1,0,1,1,track_birth|track_end,41.42,41.42,41.42,769.5167,769.5167,0.0,1
W156-T567,156,300.0,A_prereg_0.05s,769.5667,769.5667,0.0,0.0167,1,0,1,1,track_birth|track_end,217.0,217.0,217.0,769.5667,769.5667,0.0,1
W156-T568,156,300.0,A_prereg_0.05s,769.6833,769.6833,0.0,0.0167,1,0,1,1,track_birth|track_end,213.33,213.33,213.33,769.6833,769.6833,0.0,1
W156-T573,156,300.0,A_prereg_0.05s,769.9833,769.9833,0.0,0.0167,1,0,1,1,track_birth|track_end,59.9,59.9,59.9,769.9833,769.9833,0.0,1
W156-T576,156,300.0,A_prereg_0.05s,770.3,770.3,0.0,0.0167,1,0,1,1,track_birth|track_end,272.41,272.41,272.41,770.3,770.3,0.0,1
W156-T577,156,300.0,A_prereg_0.05s,770.35,770.35,0.0,0.0167,1,0,1,1,track_birth|track_end,15.2,15.2,15.2,770.35,770.35,0.0,1
W156-T578,156,300.0,A_prereg_0.05s,770.5167,770.5167,0.0,0.0167,1,0,1,1,track_birth|track_end,250.78,250.78,250.78,770.5167,770.5167,0.0,1
W156-T580,156,300.0,A_prereg_0.05s,771.1,771.1,0.0,0.0167,1,0,1,1,track_birth|track_end,280.35,280.35,280.35,771.1,771.1,0.0,1
W156-T581,156,300.0,A_prereg_0.05s,771.5333,771.5333,0.0,0.0167,1,0,1,1,track_birth|track_end,151.79,151.79,151.79,771.5333,771.5333,0.0,1
W156-T582,156,300.0,A_prereg_0.05s,771.5333,771.5333,0.0,0.0167,1,0,1,1,track_birth|track_end,204.53,204.53,204.53,771.5333,771.5333,0.0,1
W156-T583,156,300.0,A_prereg_0.05s,771.5333,771.5333,0.0,0.0167,1,0,1,1,track_birth|track_end,281.95,281.95,281.95,771.5333,771.5333,0.0,1
W156-T584,156,300.0,A_prereg_0.05s,771.55,771.55,0.0,0.0167,1,0,1,1,track_birth|track_end,212.95,212.95,212.95,771.55,771.55,0.0,1
W156-T585,156,300.0,A_prereg_0.05s,771.6667,771.6667,0.0,0.0167,1,0,1,1,track_birth|track_end,258.54,258.54,258.54,771.6667,771.6667,0.0,1
W156-T586,156,300.0,A_prereg_0.05s,771.85,771.85,0.0,0.0167,1,0,1,1,track_birth|track_end,23.37,23.37,23.37,771.85,771.85,0.0,1
W156-T588,156,300.0,A_prereg_0.05s,772.2,772.2,0.0,0.0167,1,0,1,1,track_birth|track_end,148.86,148.86,148.86,772.2,772.2,0.0,1
W156-T589,156,300.0,A_prereg_0.05s,772.2167,772.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,99.34,99.34,99.34,772.2167,772.2167,0.0,1
W156-T590,156,300.0,A_prereg_0.05s,772.3167,772.3167,0.0,0.0167,1,0,1,1,track_birth|track_end,251.41,251.41,251.41,772.3167,772.3167,0.0,1
W156-T593,156,300.0,A_prereg_0.05s,772.9667,772.9667,0.0,0.0167,1,0,1,1,track_birth|track_end,155.49,155.49,155.49,772.9667,772.9667,0.0,1
W156-T595,156,300.0,A_prereg_0.05s,773.7333,773.7333,0.0,0.0167,1,0,1,1,track_birth|track_end,294.82,294.82,294.82,773.7333,773.7333,0.0,1
W156-T596,156,300.0,A_prereg_0.05s,773.7833,773.7833,0.0,0.0167,1,0,1,1,track_birth|track_end,220.38,220.38,220.38,773.7833,773.7833,0.0,1
W156-T597,156,300.0,A_prereg_0.05s,773.7833,773.7833,0.0,0.0167,1,0,1,1,track_birth|track_end,234.66,234.66,234.66,773.7833,773.7833,0.0,1
W156-T598,156,300.0,A_prereg_0.05s,773.85,773.85,0.0,0.0167,1,0,1,1,track_birth|track_end,152.92,152.92,152.92,773.85,773.85,0.0,1
W156-T600,156,300.0,A_prereg_0.05s,773.8667,773.8667,0.0,0.0167,1,0,1,1,track_birth|track_end,187.08,187.08,187.08,773.8667,773.8667,0.0,1
