i,pts_s,play_time,gate,L,kills,deaths,max_level,life_healed,total_score,health_potions,mana_potions,dps,shield_block_chance,defaultkickattack,defaultweaponattack,onslaught,werewolf1,werewolf1_skill01_claws,werewolf1_skill02_charge
2988,1494.0,1828,OK,1398,84,0,4,562.38,0,0,0,78.79,,,74,54,2,26,9
2989,1494.5,1828,OK,1398,87,0,4,562.88,0,0,0,158.59,,,74,54,2,26,9
2990,1495.0,1829,OK,1390,87,0,4,563.38,0,0,0,103.87,,5,74,54,2,26,10
2991,1495.5,1829,OK,1390,87,0,4,567.71,0,0,0,103.87,,5,74,54,2,,10
2992,1496.0,1830,OK,1390,87,0,4,,0,0,0,103.87,,,74,54,2,,
2993,1496.5,1830,OK,1390,87,0,4,567.71,0,0,0,103.87,,5,74,54,2,26,10
2994,1497.0,1831,OK,1390,,0,4,567.71,0,0,0,103.87,,5,74,54,2,26,10
2995,1497.5,1831,OK,1390,87,0,4,567.71,0,0,0,103.87,,5,74,54,2,26,10
2996,1498.0,1832,OK,1390,87,0,4,567.71,0,0,0,103.87,,5,74,54,2,,10
2997,1498.5,1832,OK,1390,87,0,4,567.71,0,0,0,103.87,,5,,,2,26,10
2998,1499.0,1833,OK,1390,,0,4,567.71,0,0,0,79.8,,5,74,54,2,,10
2999,1499.5,1833,OK,1390,,0,4,567.71,0,0,0,79.8,,5,74,54,2,,10
3000,1500.0,1834,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,,10
3001,1500.5,1834,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,,10
3002,1501.0,1835,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,,10
3003,1501.5,1835,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3004,1502.0,1836,OK,1390,87,0,4,567.71,0,0,0,0.0,,,74,54,2,26,10
3005,1502.5,1836,OK,1390,87,0,4,567.71,0,0,0,0.0,,,74,54,2,26,10
3006,1503.0,1837,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3007,1503.5,1837,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,,10
3008,1504.0,1838,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3009,1504.5,1838,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3010,1505.0,1839,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,,10
3011,1505.5,1839,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3012,1506.0,1840,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,,54,2,26,10
3013,1506.5,1840,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,,54,2,26,10
3014,1507.0,1841,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3015,1507.5,1841,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3016,1508.0,1842,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3017,1508.5,1842,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3018,1509.0,1843,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3019,1509.5,1843,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3020,1510.0,1844,OK,1390,87,0,4,567.71,0,0,0,0.0,,,74,54,2,26,10
3021,1510.5,1844,OK,1390,,0,4,567.71,0,0,0,0.0,,,74,54,2,26,10
3022,1511.0,1845,OK,1390,,0,4,567.71,0,0,0,0.0,,,74,,2,26,10
3023,1511.5,1845,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3024,1512.0,1846,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,54,2,26,10
3025,1512.5,1846,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,,2,26,10
3026,1513.0,1847,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,,2,26,11
3027,1513.5,1847,OK,1390,87,0,4,567.71,0,0,0,0.0,,5,74,,2,26,11
3028,1514.0,1848,OK,1390,87,0,4,567.85,0,0,0,0.0,,5,74,54,2,27,11
3029,1514.5,1848,OK,1390,89,0,4,,0,0,0,50.16,,5,74,54,2,27,11
3030,1515.0,1849,OK,1390,89,0,4,568.85,0,0,0,50.16,,5,74,54,2,27,11
3031,1515.5,1849,OK,1390,89,0,4,569.35,0,0,0,50.16,,5,74,54,2,28,11
3032,1516.0,1850,OK,1390,90,0,4,569.85,0,0,0,75.1,,5,74,54,2,28,11
3033,1516.5,1850,OK,1390,90,0,4,570.35,0,0,0,75.1,,5,74,54,2,28,11
3034,1517.0,1851,OK,1390,91,0,4,572.62,0,0,0,99.72,,5,74,54,2,29,11
3035,1517.5,1851,OK,1390,91,0,4,573.12,0,0,0,99.72,,5,74,54,2,29,11
3036,1518.0,1852,OK,1390,91,0,4,573.62,0,0,0,99.72,,5,74,54,2,29,11
3037,1518.5,1852,OK,1390,91,0,4,584.06,0,0,0,99.72,,5,74,,2,29,11
3038,1519.0,1853,OK,1390,91,0,4,584.06,0,0,0,99.72,,5,74,54,2,29,11
3039,1519.5,1853,OK,1390,91,0,4,584.06,0,0,0,99.72,,5,74,54,2,,11
3040,1520.0,1854,OK,1390,91,0,4,584.06,0,0,0,49.55,,5,74,54,2,29,11
3041,1520.5,1854,OK,1390,91,0,4,584.06,0,0,0,49.55,,5,74,,2,,11
3042,1521.0,1855,OK,1390,91,0,4,584.06,0,0,0,71.46,,5,74,54,2,,11
3043,1521.5,1855,OK,1390,93,0,4,584.06,0,0,0,119.03,,5,74,54,2,,12
3044,1522.0,1856,OK,1390,93,0,4,584.54,0,0,0,94.41,,5,74,54,2,29,12
3045,1522.5,1856,OK,1390,93,0,4,585.04,0,0,0,94.41,,5,74,,2,,12
3046,1523.0,1857,OK,1390,93,0,4,585.56,0,0,0,94.41,,5,74,,2,,12
3047,1523.5,1857,OK,1390,94,0,4,586.06,0,0,0,119.13,,5,74,,2,30,12
3048,1524.0,1858,OK,1390,94,0,4,586.54,0,0,0,119.13,,5,74,,2,30,12
3049,1524.5,1858,OK,1390,94,0,4,587.04,0,0,0,119.13,,5,74,,2,30,12
3050,1525.0,1859,OK,1390,94,0,4,587.54,0,0,0,119.13,,5,74,54,2,30,12
3051,1525.5,1859,OK,1390,94,0,4,589.81,0,0,0,119.13,,5,74,,2,30,12
3052,1526.0,1860,REJECT:life_healed,1390,95,0,4,,0,0,0,166.95,,5,74,,2,,13
3053,1526.5,1860,OK,1390,95,0,4,619.0,0,0,0,166.95,,5,74,54,2,30,13
3054,1527.0,1861,OK,1390,95,0,4,619.74,0,0,0,72.54,,5,74,54,2,31,13
3055,1527.5,1861,OK,1390,96,0,4,620.0,0,0,0,96.86,,5,74,54,2,31,13
3056,1528.0,1862,OK,1390,96,0,4,620.74,0,0,0,96.86,,5,74,54,2,32,13
3057,1528.5,1862,OK,1390,97,0,4,620.8,0,0,0,126.5,,5,74,54,2,32,13
3058,1529.0,1863,OK,1390,97,0,4,620.8,0,0,0,101.78,,5,74,54,2,,13
3059,1529.5,1863,OK,1390,97,0,4,620.8,0,0,0,101.78,,5,74,54,2,32,13
3060,1530.0,1864,OK,1390,97,0,4,620.8,0,0,0,101.78,,5,74,54,2,32,13
3061,1530.5,1864,OK,1390,97,0,4,620.8,0,0,0,101.78,,5,74,54,2,,13
3062,1531.0,1865,OK,1390,97,0,4,620.8,0,0,0,53.95,,5,74,54,2,32,13
3063,1531.5,1865,OK,1390,97,0,4,620.8,0,0,0,53.95,,5,74,54,2,,13
3064,1532.0,1866,OK,1390,97,0,4,620.8,0,0,0,53.95,,5,74,54,2,,13
3065,1532.5,1866,OK,1390,97,0,4,620.8,0,0,0,53.95,,5,74,54,2,,13
3066,1533.0,1867,OK,1390,98,0,4,620.8,0,0,0,74.88,,5,74,54,2,,
3067,1533.5,1867,OK,1390,98,0,4,620.8,0,0,0,74.88,,5,74,54,2,,14
3068,1534.0,1868,OK,1390,99,0,4,620.8,0,0,0,69.72,,5,74,54,2,,14
3069,1534.5,1868,OK,1390,,0,4,620.8,0,0,0,69.72,,5,74,54,2,,14
3070,1535.0,1869,OK,1390,100,0,4,620.8,0,0,0,94.81,,5,74,54,2,34,14
3071,1535.5,1869,OK,1390,100,0,4,620.8,0,0,0,94.81,,5,74,54,2,34,14
3072,1536.0,1870,OK,1390,101,0,4,620.8,0,0,0,119.0,,5,,54,2,,14
3073,1536.5,1870,OK,1390,101,0,4,620.8,0,0,0,119.0,,5,74,54,2,35,14
3074,1537.0,1871,OK,1390,101,0,4,620.8,0,0,0,119.0,,5,74,54,2,36,14
3075,1537.5,1871,OK,1390,102,0,4,620.8,0,0,0,143.6,,5,74,,2,36,14
3076,1538.0,1872,OK,1390,102,0,4,620.8,0,0,0,98.36,,5,74,,2,36,14
3077,1538.5,1872,OK,1390,102,0,4,620.8,0,0,0,98.36,,5,74,,2,36,14
3078,1539.0,1873,OK,1390,103,0,4,620.8,0,0,0,98.96,,5,74,54,2,37,14
3079,1539.5,1873,OK,1390,103,0,4,620.8,0,0,0,98.96,,5,74,,2,37,15
3080,1540.0,1874,OK,1390,103,0,4,620.8,0,0,0,73.87,,5,74,,2,37,15
3081,1540.5,1874,OK,1390,103,0,4,620.8,0,0,0,73.87,,5,74,54,2,,15
3082,1541.0,1875,OK,1390,105,0,4,620.8,0,0,0,103.19,,,74,54,2,,15
3083,1541.5,1875,OK,1390,105,0,4,620.8,0,0,0,103.19,,,74,54,2,,15
3084,1542.0,1876,OK,1390,105,0,4,620.8,0,0,0,103.19,,,74,54,2,38,15
3085,1542.5,1876,OK,1390,105,0,4,620.8,0,0,0,103.19,,5,74,54,2,38,15
3086,1543.0,1877,OK,1390,105,0,4,,0,0,0,78.83,,5,74,54,2,38,
3087,1543.5,1877,OK,1390,105,0,4,620.8,0,0,0,78.83,,5,74,54,2,38,15
3088,1544.0,1878,OK,1390,105,0,4,620.8,0,0,0,53.75,,5,74,54,2,38,15
3089,1544.5,1878,OK,1390,105,0,4,620.8,0,0,0,53.75,,5,74,54,2,38,15
3090,1545.0,1879,OK,1390,105,0,4,620.8,0,0,0,53.75,,5,74,54,2,38,15
3091,1545.5,1879,OK,1390,105,0,4,,0,0,0,53.75,,5,,54,2,38,15
3092,1546.0,1880,OK,1390,105,0,4,620.8,0,0,0,0.0,,5,74,54,,,15
3093,1546.5,1880,OK,1390,107,0,4,620.8,0,0,0,48.94,,5,74,54,2,,15
3094,1547.0,1881,OK,1390,110,0,4,620.8,0,0,0,149.87,,5,74,54,2,39,16
3095,1547.5,1881,OK,1390,111,0,4,620.8,0,0,0,196.01,,5,74,54,2,39,16
3096,1548.0,1882,OK,1390,111,0,4,620.8,0,0,0,196.01,,5,74,54,2,40,16
3097,1548.5,1882,OK,1390,112,0,4,620.8,0,0,0,221.09,,5,74,54,2,40,16
3098,1549.0,1883,OK,1390,112,0,4,620.8,0,0,0,221.09,,5,74,54,2,40,16
3099,1549.5,1883,OK,1390,112,0,4,620.8,0,0,0,221.09,,5,74,54,2,40,16
3100,1550.0,1884,OK,1390,112,0,4,620.8,0,0,0,221.09,,5,74,54,2,,16
3101,1550.5,1884,OK,1390,112,0,,620.8,0,0,0,221.09,,5,74,54,2,,16
3102,1551.0,1885,OK,1390,112,0,4,621.0,0,0,0,221.09,,,74,54,2,,16
3103,1551.5,1885,OK,1390,114,0,4,621.5,0,0,0,305.04,,,74,,,40,17
3104,1552.0,1886,OK,1390,114,0,4,,0,0,0,155.17,,,74,54,,,17
3105,1552.5,1886,OK,1390,114,0,4,,0,0,0,155.17,,,74,54,,,17
3106,1553.0,1887,OK,1390,114,0,4,657.83,0,0,0,109.03,,5,,54,2,40,17
3107,1553.5,1887,OK,1390,114,0,4,657.83,0,0,0,109.03,,5,74,,2,40,17
3108,1554.0,1888,OK,1390,114,0,4,657.83,0,0,0,83.95,,5,74,54,2,40,17
3109,1554.5,1888,OK,1390,114,0,4,657.83,0,0,0,83.95,,5,74,54,2,40,17
3110,1555.0,1889,OK,1390,114,0,4,658.0,0,0,0,83.95,,5,74,54,2,40,17
3111,1555.5,1889,OK,1390,114,0,4,658.75,0,0,0,83.95,,5,74,54,2,,17
3112,1556.0,1890,OK,1390,115,0,4,659.0,0,0,0,109.03,,5,74,54,2,41,17
3113,1556.5,1890,OK,1390,115,0,4,659.75,0,0,0,109.03,,5,74,54,2,41,18
3114,1557.0,1891,OK,1390,115,0,4,660.0,0,0,0,25.08,,5,74,54,2,41,18
3115,1557.5,1891,OK,1390,115,0,4,660.75,0,0,0,25.08,,5,74,54,2,42,18
3116,1558.0,1892,OK,1390,116,0,4,661.0,0,0,0,50.16,,5,74,54,2,42,18
3117,1558.5,1892,OK,1390,116,0,4,661.75,0,0,0,50.16,,5,74,54,2,42,18
3118,1559.0,1893,OK,1390,116,0,4,685.97,0,0,0,50.16,,5,74,54,2,42,18
3119,1559.5,1893,OK,1390,116,0,4,685.97,0,0,0,50.16,,5,74,54,2,42,18
3120,1560.0,1894,OK,1390,116,0,4,685.97,0,0,0,50.16,,5,74,54,2,,18
3121,1560.5,1894,OK,1390,118,0,4,685.97,0,0,0,143.19,,5,74,54,2,42,18
3122,1561.0,1895,OK,1390,122,0,4,685.97,0,0,0,303.0,,5,74,,2,42,19
3123,1561.5,1895,OK,1390,122,0,4,685.97,0,0,0,303.0,,5,74,54,2,43,19
3124,1562.0,1896,OK,1390,123,0,4,685.97,0,0,0,326.99,,5,74,54,2,43,19
3125,1562.5,1896,OK,1390,123,0,4,685.97,0,0,0,326.99,,5,74,54,2,43,19
3126,1563.0,1897,OK,1390,123,0,4,685.97,0,0,0,301.91,,5,74,54,2,43,19
3127,1563.5,1897,OK,1390,123,0,4,685.97,0,0,0,301.91,,5,74,54,2,43,19
3128,1564.0,1898,OK,1390,123,0,4,,0,0,0,301.91,,5,,54,2,44,19
3129,1564.5,1898,OK,1390,123,0,4,685.97,0,0,0,301.91,,5,,54,2,44,19
3130,1565.0,1899,OK,1390,123,0,4,685.97,0,0,0,301.91,,5,,54,2,44,19
3131,1565.5,1899,OK,1390,123,0,4,,0,0,0,301.91,,,,54,,,
3132,1566.0,1900,OK,1390,123,0,4,685.97,0,0,0,23.8,,5,74,,2,44,19
3133,1566.5,1900,OK,1390,123,0,4,685.97,0,0,0,23.8,,5,74,54,2,44,19
3134,1567.0,1901,OK,1390,123,0,4,685.97,0,0,0,0.0,,5,74,,2,44,19
3135,1567.5,1901,OK,1390,123,0,4,685.97,0,0,0,0.0,,5,74,,2,44,19
3136,1568.0,1902,OK,1390,123,0,4,685.97,0,0,0,0.0,,5,74,54,2,,19
3137,1568.5,1902,OK,1390,123,0,,686.05,0,0,0,0.0,,5,74,54,,,19
3138,1569.0,1903,OK,1390,124,0,4,686.55,0,0,0,39.4,,5,74,54,,44,20
3139,1569.5,1903,OK,1390,124,0,4,687.05,0,0,0,39.4,,5,74,54,2,,20
3140,1570.0,1904,OK,1390,124,0,4,714.13,0,0,0,39.4,,5,74,54,2,44,20
3141,1570.5,1904,OK,1390,124,0,4,723.0,0,0,0,39.4,,5,74,54,2,,20
3142,1571.0,1905,OK,1390,124,0,4,723.0,0,0,0,39.4,,5,74,54,2,,20
3143,1571.5,1905,OK,1390,124,0,4,723.0,0,0,0,39.4,,5,74,54,2,,
3144,1572.0,1906,OK,1390,125,0,4,723.0,0,0,0,63.89,,5,74,54,2,,20
3145,1572.5,1906,OK,1390,125,0,4,723.0,0,0,0,63.89,,5,74,,2,46,20
3146,1573.0,1907,OK,1390,126,0,5,723.0,0,0,0,,,5,74,,2,46,20
3147,1573.5,1907,OK,1390,126,0,5,723.11,0,0,0,,,5,74,,2,46,20
3148,1574.0,1908,OK,1390,126,0,5,723.61,0,0,0,49.57,,5,74,54,2,46,20
3149,1574.5,1908,OK,1390,126,0,5,724.13,0,0,0,49.57,,5,74,54,2,46,20
3150,1575.0,1909,OK,1390,126,0,5,760.02,0,0,0,49.57,,5,74,54,2,46,20
3151,1575.5,1909,OK,1390,126,0,5,760.02,0,0,0,49.57,,5,74,54,2,46,20
3152,1576.0,1910,OK,1390,126,0,5,760.02,0,0,0,49.57,,5,74,54,2,46,20
3153,1576.5,1910,OK,1390,126,0,5,760.02,0,0,0,49.57,,5,74,54,2,46,20
3154,1577.0,1911,OK,1390,126,0,5,760.02,0,0,0,25.08,,5,74,54,2,46,20
3155,1577.5,1911,OK,1390,126,0,5,760.02,0,0,0,25.08,,5,74,54,2,46,20
3156,1578.0,1912,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,74,54,2,46,20
3157,1578.5,1912,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,74,54,2,46,20
3158,1579.0,1913,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,74,54,2,46,20
3159,1579.5,1913,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,74,54,2,46,20
3160,1580.0,1914,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,,,,46,20
3161,1580.5,1914,OK,1390,126,0,5,760.02,0,0,0,0.0,,5,,,,46,20
3162,1581.0,1915,OK,1390,126,0,5,760.37,0,0,0,0.0,,5,,,,46,20
3163,1581.5,1915,OK,1390,126,0,5,760.87,0,0,0,0.0,,5,,,,46,20
3164,1582.0,1916,OK,1390,126,0,5,772.01,0,0,0,0.0,,5,,,,46,20
3165,1582.5,1916,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,,,,46,20
3166,1583.0,1917,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3167,1583.5,1917,OK,1390,126,0,5,797.05,0,0,0,0.0,,,,54,2,46,20
3168,1584.0,1917,OK,1390,126,0,5,,0,0,0,0.0,,,,54,,46,
3169,1584.5,1917,OK,1390,126,0,5,,0,0,0,0.0,,,,54,,46,
3170,1585.0,1918,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,,54,2,46,20
3171,1585.5,1918,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3172,1586.0,1919,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3173,1586.5,1919,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3174,1587.0,1920,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3175,1587.5,1920,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3176,1588.0,1921,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3177,1588.5,1921,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3178,1589.0,1922,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3179,1589.5,1922,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3180,1590.0,1923,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3181,1590.5,1923,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3182,1591.0,1924,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3183,1591.5,1924,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3184,1592.0,1925,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3185,1592.5,1925,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3186,1593.0,1926,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3187,1593.5,1926,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3188,1594.0,1927,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3189,1594.5,1927,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3190,1595.0,1928,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3191,1595.5,1928,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3192,1596.0,1929,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3193,1596.5,1929,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,,,20
3194,1597.0,1930,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,,46,20
3195,1597.5,1930,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3196,1598.0,1931,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3197,1598.5,1931,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3198,1599.0,1932,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3199,1599.5,1932,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3200,1600.0,1933,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3201,1600.5,1933,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3202,1601.0,1934,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3203,1601.5,1934,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3204,1602.0,1935,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3205,1602.5,1935,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3206,1603.0,1936,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3207,1603.5,1936,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3208,1604.0,1937,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3209,1604.5,1937,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3210,1605.0,1938,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3211,1605.5,1938,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3212,1606.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3213,1606.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3214,1607.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3215,1607.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3216,1608.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3217,1608.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3218,1609.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3219,1609.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3220,1610.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3221,1610.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3222,1611.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3223,1611.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3224,1612.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3225,1612.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3226,1613.0,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3227,1613.5,,REJECT:total_score,1330,,,,,,,,,,,,,,,
3228,1614.0,1947,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3229,1614.5,1947,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3230,1615.0,1948,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3231,1615.5,1948,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3232,1616.0,1949,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3233,1616.5,1949,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3234,1617.0,1950,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3235,1617.5,1950,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3236,1618.0,1951,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,,20
3237,1618.5,1951,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,,20
3238,1619.0,1952,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3239,1619.5,1952,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3240,1620.0,1953,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3241,1620.5,1953,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3242,1621.0,1954,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3243,1621.5,1954,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3244,1622.0,1955,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,,2,46,20
3245,1622.5,1955,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3246,1623.0,1956,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3247,1623.5,1956,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3248,1624.0,1957,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3249,1624.5,1957,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3250,1625.0,1958,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3251,1625.5,1958,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3252,1626.0,1959,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3253,1626.5,1959,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3254,1627.0,1960,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3255,1627.5,1960,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3256,1628.0,1961,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3257,1628.5,1961,OK,1390,126,0,5,797.05,0,0,0,0.0,,5,74,54,2,46,20
3258,1629.0,1962,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3259,1629.5,1962,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3260,1630.0,1963,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3261,1630.5,1963,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3262,1631.0,1964,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3263,1631.5,1964,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3264,1632.0,1965,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3265,1632.5,1965,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3266,1633.0,1966,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3267,1633.5,1966,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3268,1634.0,1967,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3269,1634.5,1967,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,,2,46,20
3270,1635.0,1968,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3271,1635.5,1968,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3272,1636.0,1969,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
3273,1636.5,1969,OK,1390,126,0,5,805.05,0,0,0,0.0,,5,74,54,2,46,20
